--------------------
BDMEP - INMET
--------------------
Estação           : OBIDOS - PA (OMM: 82178)
Latitude  (graus) : -1.91
Longitude (graus) : -55.51
Altitude  (metros): 37.00
Estação Operante
Inicio de operação: 01/01/1927
Periodo solicitado dos dados: 01/01/1900 a 01/01/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
82178;07/03/1971;0000;24;23.6;97;1006.6;9;0.9;0.8;
82178;07/03/1971;1200;26;24;85;1007.6;0;0;0.6;
82178;07/03/1971;1800;31;26;67;1005.5;18;4.4;0.7;
82178;08/03/1971;0000;27;24.3;80;1004.4;9;0.9;0.4;
82178;08/03/1971;1200;26.8;24;79;1007.1;36;2.4;0.5;
82178;08/03/1971;1800;31.8;26.8;68;1004.2;18;2.4;0.7;
82178;09/03/1971;0000;25.2;24.6;95;1005.5;9;0.9;0.7;
82178;09/03/1971;1200;25.6;23.5;84;1008.6;0;0;0.7;
82178;09/03/1971;1800;31.5;26.7;69;1006;18;0.9;0.7;
82178;10/03/1971;0000;24.6;23.2;89;1007.4;9;2.4;0.6;
82178;10/03/1971;1200;25;23.8;91;1009.2;5;4.4;0.7;
82178;10/03/1971;1800;30;25.5;70;1006.4;18;2.4;0.7;
82178;11/03/1971;0000;26;24.8;91;1005.5;9;2.4;0.5;
82178;11/03/1971;1200;27;24.8;84;1008;5;0.9;0.4;
82178;11/03/1971;1800;30.6;26.5;73;1004.8;14;6.7;0.7;
82178;12/03/1971;0000;27;25;85;1003.4;9;0.9;0.6;
82178;12/03/1971;1200;26.8;23.7;77;1007.5;9;4.4;0.6;
82178;12/03/1971;1800;33;28;68;1005.2;18;2.4;0.7;
82178;13/03/1971;0000;26.1;24;84;1004;9;4.4;0;
82178;13/03/1971;1200;26.8;24;79;1007.9;9;4.4;0.6;
82178;13/03/1971;1800;30.9;28;80;1005.6;0;0;0.7;
82178;14/03/1971;0000;26.8;23.8;78;1005.5;14;6.7;0.6;
82178;14/03/1971;1200;24.8;23.5;90;1008.4;9;0.9;0.7;
82178;14/03/1971;1800;32;27;68;1005.6;18;2.4;0.7;
82178;15/03/1971;0000;26.8;24.8;85;1005.9;9;0.9;0;
82178;15/03/1971;1200;26.3;23.8;81;1003.2;9;6.7;0.6;
82178;15/03/1971;1800;31;26;67;1005.4;18;4.4;0.7;
82178;16/03/1971;0000;26.4;24.7;87;1005.5;9;2.4;0;
82178;16/03/1971;1200;25.5;22.6;78;1008.2;0;0;0.7;
82178;16/03/1971;1800;31;26.2;69;1006.2;18;4.4;0.7;
82178;17/03/1971;0000;26.7;24.8;86;1006.3;9;2.4;0.6;
82178;17/03/1971;1200;22.8;22.5;97;1009.1;9;6.7;0.8;
82178;17/03/1971;1800;29.8;26;74;1006.3;0;0;0.7;
82178;18/03/1971;0000;25.5;24;88;1006.7;9;0.9;0.7;
82178;18/03/1971;1200;27.2;24;77;1009.2;36;2.4;0.7;
82178;18/03/1971;1800;30.5;25.5;67;1006.2;0;0;0.7;
82178;19/03/1971;0000;24;23.8;98;1007.9;9;4.4;0.7;
82178;19/03/1971;1200;25.5;24.7;94;1010.3;0;0;0.7;
82178;19/03/1971;1800;27;24.8;84;1007.4;0;0;0.8;
82178;20/03/1971;0000;24.2;23.8;97;1007.1;9;0.9;0.6;
82178;20/03/1971;1200;26.8;24;79;1009;9;2.4;0.7;
82178;20/03/1971;1800;27.5;25.5;85;1005.9;5;0.9;0.7;
82178;21/03/1971;0000;26.3;24.5;86;1007;9;4.4;0.7;
82178;21/03/1971;1200;24;23;92;1009.2;9;0.9;0.7;
82178;21/03/1971;1800;26;25;92;1006.6;5;0.9;0.7;
82178;22/03/1971;0000;24;22.6;89;1006.6;9;2.4;0.8;
82178;22/03/1971;1200;24.5;23.5;92;1008.8;9;0.9;0.8;
